uniq_id	city	state	zip
120	Arecibo	Puerto Rico	959
121	Ponce	Puerto Rico	959
122	Toa Baja	Puerto Rico	901
123	Toa Baja	Puerto Rico	612
124	Trujillo Alto	Puerto Rico	612
125	San Juan	Puerto Rico	949
126	Trujillo Alto	Puerto Rico	725
127	Bayamón	Puerto Rico	716
128	Toa Baja	Puerto Rico	959
129	Toa Baja	Puerto Rico	976
130	Caguas	Puerto Rico	976
131	Bayamón	Puerto Rico	983
132	Bayamón	Puerto Rico	969
133	Guaynabo	Puerto Rico	901
134	Bayamón	Puerto Rico	680
135	Ponce	Puerto Rico	612
136	Mayagüez	Puerto Rico	949
137	Arecibo	Puerto Rico	901
138	Arecibo	Puerto Rico	959
139	Arecibo	Puerto Rico	901
140	Bayamón	Puerto Rico	680
141	Guaynabo	Puerto Rico	680
142	Arecibo	Puerto Rico	716
143	Toa Baja	Puerto Rico	725
144	Carolina	Puerto Rico	983
145	Trujillo Alto	Puerto Rico	949
146	Trujillo Alto	Puerto Rico	680
147	Arecibo	Puerto Rico	983
148	Guaynabo	Puerto Rico	969
149	Bayamón	Puerto Rico	725
150	Mayagüez	Puerto Rico	949
151	Carolina	Puerto Rico	983
152	Caguas	Puerto Rico	949
153	Caguas	Puerto Rico	959
154	San Juan	Puerto Rico	949
155	Bayamón	Puerto Rico	976
156	Caguas	Puerto Rico	969
157	Carolina	Puerto Rico	976
158	Guaynabo	Puerto Rico	976
159	Carolina	Puerto Rico	976
160	Caguas	Puerto Rico	983
161	Trujillo Alto	Puerto Rico	716
162	Toa Baja	Puerto Rico	680
163	Toa Baja	Puerto Rico	949
164	Guaynabo	Puerto Rico	949
165	Bayamón	Puerto Rico	612
166	Guaynabo	Puerto Rico	680
167	Guaynabo	Puerto Rico	976
168	Carolina	Puerto Rico	976
169	Caguas	Puerto Rico	976
170	Caguas	Puerto Rico	612
171	Guaynabo	Puerto Rico	949
172	Ponce	Puerto Rico	959
173	Mayagüez	Puerto Rico	949
174	San Juan	Puerto Rico	969
175	Mayagüez	Puerto Rico	680
176	Ponce	Puerto Rico	612
177	Caguas	Puerto Rico	680
178	Guaynabo	Puerto Rico	680
179	Caguas	Puerto Rico	983
180	Trujillo Alto	Puerto Rico	716
181	Ponce	Puerto Rico	716
182	Caguas	Puerto Rico	949
183	Arecibo	Puerto Rico	983
184	San Juan	Puerto Rico	976
185	Arecibo	Puerto Rico	949
186	Caguas	Puerto Rico	969
187	Caguas	Puerto Rico	949
188	Carolina	Puerto Rico	949
189	Toa Baja	Puerto Rico	976
190	Carolina	Puerto Rico	969
191	San Juan	Puerto Rico	976
192	Arecibo	Puerto Rico	976
193	Bayamón	Puerto Rico	716
194	Ponce	Puerto Rico	725
195	Caguas	Puerto Rico	983
196	Carolina	Puerto Rico	959
197	Trujillo Alto	Puerto Rico	959
198	Toa Baja	Puerto Rico	725
199	Trujillo Alto	Puerto Rico	949
200	Ponce	Puerto Rico	969
201	Guaynabo	Puerto Rico	612
202	San Juan	Puerto Rico	949
203	Guaynabo	Puerto Rico	983
204	San Juan	Puerto Rico	716
205	Ponce	Puerto Rico	976
206	Caguas	Puerto Rico	969
207	Guaynabo	Puerto Rico	949
208	Carolina	Puerto Rico	725
209	Guaynabo	Puerto Rico	959
210	Trujillo Alto	Puerto Rico	725
211	Ponce	Puerto Rico	901
212	Guaynabo	Puerto Rico	969
213	Trujillo Alto	Puerto Rico	716
214	Guaynabo	Puerto Rico	901
215	Bayamón	Puerto Rico	983
216	San Juan	Puerto Rico	725
217	San Juan	Puerto Rico	612
218	Ponce	Puerto Rico	959
219	Bayamón	Puerto Rico	959
220	Ponce	Puerto Rico	969
221	Toa Baja	Puerto Rico	901
222	Arecibo	Puerto Rico	725
223	Mayagüez	Puerto Rico	680
224	Carolina	Puerto Rico	983
225	Toa Baja	Puerto Rico	959
226	Carolina	Puerto Rico	969
227	Ponce	Puerto Rico	949
228	Arecibo	Puerto Rico	680
229	Toa Baja	Puerto Rico	716
230	San Juan	Puerto Rico	725
231	Trujillo Alto	Puerto Rico	725
232	San Juan	Puerto Rico	959
233	Toa Baja	Puerto Rico	716
234	Toa Baja	Puerto Rico	612
235	Trujillo Alto	Puerto Rico	901
236	Mayagüez	Puerto Rico	949
237	Caguas	Puerto Rico	969
238	Bayamón	Puerto Rico	612
239	Toa Baja	Puerto Rico	680
240	Toa Baja	Puerto Rico	901
241	Toa Baja	Puerto Rico	969
242	Toa Baja	Puerto Rico	716
243	Trujillo Alto	Puerto Rico	983
244	Guaynabo	Puerto Rico	959
245	Guaynabo	Puerto Rico	976
246	Bayamón	Puerto Rico	949
247	Caguas	Puerto Rico	612
248	Toa Baja	Puerto Rico	969
249	Mayagüez	Puerto Rico	716
250	Arecibo	Puerto Rico	976
251	Carolina	Puerto Rico	680
252	Bayamón	Puerto Rico	725
253	Mayagüez	Puerto Rico	969
254	Arecibo	Puerto Rico	680
255	Bayamón	Puerto Rico	959
256	Trujillo Alto	Puerto Rico	680
257	Guaynabo	Puerto Rico	612
258	Arecibo	Puerto Rico	983
259	Caguas	Puerto Rico	612
260	Caguas	Puerto Rico	680
261	Mayagüez	Puerto Rico	976
262	Mayagüez	Puerto Rico	680
263	San Juan	Puerto Rico	680
264	Trujillo Alto	Puerto Rico	680
265	Toa Baja	Puerto Rico	976
266	Bayamón	Puerto Rico	949
267	Ponce	Puerto Rico	725
268	Mayagüez	Puerto Rico	612
269	Ponce	Puerto Rico	959
270	Caguas	Puerto Rico	976
271	Bayamón	Puerto Rico	612
272	Arecibo	Puerto Rico	969
273	Arecibo	Puerto Rico	976
274	Ponce	Puerto Rico	901
275	Mayagüez	Puerto Rico	959
276	Caguas	Puerto Rico	983
277	Caguas	Puerto Rico	680
278	Arecibo	Puerto Rico	725
279	Toa Baja	Puerto Rico	969
280	Caguas	Puerto Rico	680
281	Bayamón	Puerto Rico	976
282	Toa Baja	Puerto Rico	716
283	Bayamón	Puerto Rico	969
284	San Juan	Puerto Rico	949
285	Guaynabo	Puerto Rico	612
286	Guaynabo	Puerto Rico	901
287	Trujillo Alto	Puerto Rico	969
288	Toa Baja	Puerto Rico	969
289	San Juan	Puerto Rico	983
290	Toa Baja	Puerto Rico	976
291	Caguas	Puerto Rico	612
292	Guaynabo	Puerto Rico	725
293	Arecibo	Puerto Rico	612
294	San Juan	Puerto Rico	983
295	Carolina	Puerto Rico	612
296	Carolina	Puerto Rico	969
297	San Juan	Puerto Rico	680
298	San Juan	Puerto Rico	725
299	Ponce	Puerto Rico	969
300	Ponce	Puerto Rico	949
301	Caguas	Puerto Rico	612
302	San Juan	Puerto Rico	716
303	Arecibo	Puerto Rico	983
304	Arecibo	Puerto Rico	949
305	Carolina	Puerto Rico	716
306	Guaynabo	Puerto Rico	680
307	Carolina	Puerto Rico	612
308	Ponce	Puerto Rico	725
309	Trujillo Alto	Puerto Rico	725
310	San Juan	Puerto Rico	725
311	San Juan	Puerto Rico	976
312	Carolina	Puerto Rico	983
313	Guaynabo	Puerto Rico	959
314	Mayagüez	Puerto Rico	612
315	Trujillo Alto	Puerto Rico	959
316	Bayamón	Puerto Rico	969
317	Arecibo	Puerto Rico	959
318	Mayagüez	Puerto Rico	983
319	Toa Baja	Puerto Rico	976
320	Mayagüez	Puerto Rico	612
321	Trujillo Alto	Puerto Rico	612
322	Guaynabo	Puerto Rico	983
323	Ponce	Puerto Rico	949
324	Bayamón	Puerto Rico	969
325	San Juan	Puerto Rico	901
326	Guaynabo	Puerto Rico	716
327	Caguas	Puerto Rico	949
328	Trujillo Alto	Puerto Rico	901
329	San Juan	Puerto Rico	680
330	Guaynabo	Puerto Rico	716
331	Guaynabo	Puerto Rico	716
332	San Juan	Puerto Rico	969
333	San Juan	Puerto Rico	976
334	Trujillo Alto	Puerto Rico	976
335	Toa Baja	Puerto Rico	976
336	Trujillo Alto	Puerto Rico	959
337	Carolina	Puerto Rico	716
338	Mayagüez	Puerto Rico	725
339	Ponce	Puerto Rico	612
340	Bayamón	Puerto Rico	976
341	Mayagüez	Puerto Rico	959
342	Guaynabo	Puerto Rico	612
343	Mayagüez	Puerto Rico	612
344	Caguas	Puerto Rico	716
345	Mayagüez	Puerto Rico	680
346	Guaynabo	Puerto Rico	949
347	Mayagüez	Puerto Rico	680
348	Ponce	Puerto Rico	901
349	Bayamón	Puerto Rico	969
350	Mayagüez	Puerto Rico	983
351	Mayagüez	Puerto Rico	949
352	Trujillo Alto	Puerto Rico	976
353	San Juan	Puerto Rico	901
354	San Juan	Puerto Rico	959
355	Toa Baja	Puerto Rico	725
356	Bayamón	Puerto Rico	716
357	Carolina	Puerto Rico	725
358	Caguas	Puerto Rico	716
359	San Juan	Puerto Rico	725
360	Toa Baja	Puerto Rico	901
361	San Juan	Puerto Rico	612
362	Toa Baja	Puerto Rico	725
363	Bayamón	Puerto Rico	976
364	Arecibo	Puerto Rico	901
365	Bayamón	Puerto Rico	983
366	Carolina	Puerto Rico	716
367	Caguas	Puerto Rico	969
368	Carolina	Puerto Rico	716
369	Bayamón	Puerto Rico	969
370	Trujillo Alto	Puerto Rico	612
371	Caguas	Puerto Rico	725
372	Guaynabo	Puerto Rico	725
373	Carolina	Puerto Rico	612
374	Guaynabo	Puerto Rico	725
375	Mayagüez	Puerto Rico	725
376	Caguas	Puerto Rico	901
377	Carolina	Puerto Rico	969
378	Ponce	Puerto Rico	976
379	Toa Baja	Puerto Rico	969
380	Guaynabo	Puerto Rico	612
381	Caguas	Puerto Rico	901
382	Caguas	Puerto Rico	725
383	San Juan	Puerto Rico	969
384	Mayagüez	Puerto Rico	680
385	San Juan	Puerto Rico	969
386	Trujillo Alto	Puerto Rico	969
387	San Juan	Puerto Rico	959
388	San Juan	Puerto Rico	959
389	Arecibo	Puerto Rico	976
390	Arecibo	Puerto Rico	612
391	Guaynabo	Puerto Rico	976
392	Trujillo Alto	Puerto Rico	612
393	Toa Baja	Puerto Rico	983
394	Toa Baja	Puerto Rico	716
395	Ponce	Puerto Rico	949
396	San Juan	Puerto Rico	612
397	Guaynabo	Puerto Rico	901
398	Caguas	Puerto Rico	959
399	Caguas	Puerto Rico	949
400	Bayamón	Puerto Rico	716
401	Toa Baja	Puerto Rico	949
402	Arecibo	Puerto Rico	901
403	Bayamón	Puerto Rico	612
404	Ponce	Puerto Rico	901
405	Trujillo Alto	Puerto Rico	901
406	Trujillo Alto	Puerto Rico	949
407	Ponce	Puerto Rico	725
408	Trujillo Alto	Puerto Rico	959
409	Arecibo	Puerto Rico	959
410	Caguas	Puerto Rico	959
411	Caguas	Puerto Rico	976
412	San Juan	Puerto Rico	716
413	Ponce	Puerto Rico	680
414	Guaynabo	Puerto Rico	680
415	Mayagüez	Puerto Rico	725
416	Toa Baja	Puerto Rico	976
417	San Juan	Puerto Rico	949
418	Guaynabo	Puerto Rico	976
419	Guaynabo	Puerto Rico	680
420	Carolina	Puerto Rico	959
421	Guaynabo	Puerto Rico	901
422	San Juan	Puerto Rico	949
423	Caguas	Puerto Rico	949
424	Guaynabo	Puerto Rico	716
425	Trujillo Alto	Puerto Rico	959
426	San Juan	Puerto Rico	976
427	Guaynabo	Puerto Rico	716
428	Guaynabo	Puerto Rico	983
429	Arecibo	Puerto Rico	976
430	Carolina	Puerto Rico	949
431	Toa Baja	Puerto Rico	901
432	Caguas	Puerto Rico	976
433	Ponce	Puerto Rico	901
434	Trujillo Alto	Puerto Rico	901
435	Bayamón	Puerto Rico	716
436	Toa Baja	Puerto Rico	716
437	Guaynabo	Puerto Rico	959
438	Carolina	Puerto Rico	969
439	Arecibo	Puerto Rico	716
440	Mayagüez	Puerto Rico	725
441	Toa Baja	Puerto Rico	716
442	Arecibo	Puerto Rico	983
443	Mayagüez	Puerto Rico	949
444	Caguas	Puerto Rico	716
445	Toa Baja	Puerto Rico	725
446	Bayamón	Puerto Rico	969
447	Toa Baja	Puerto Rico	725
448	Arecibo	Puerto Rico	949
449	Mayagüez	Puerto Rico	716
450	Bayamón	Puerto Rico	901
451	Guaynabo	Puerto Rico	680
452	Carolina	Puerto Rico	976
453	Toa Baja	Puerto Rico	612
454	Caguas	Puerto Rico	725
455	Guaynabo	Puerto Rico	976
456	Guaynabo	Puerto Rico	680
457	Carolina	Puerto Rico	976
458	Caguas	Puerto Rico	901
459	Arecibo	Puerto Rico	725
460	Ponce	Puerto Rico	983
461	Carolina	Puerto Rico	983
462	Toa Baja	Puerto Rico	680
463	Trujillo Alto	Puerto Rico	680
464	Trujillo Alto	Puerto Rico	969
465	Mayagüez	Puerto Rico	901
466	San Juan	Puerto Rico	969
467	Mayagüez	Puerto Rico	983
468	San Juan	Puerto Rico	716
469	Bayamón	Puerto Rico	959
470	Guaynabo	Puerto Rico	959
471	Caguas	Puerto Rico	680
472	Caguas	Puerto Rico	949
473	Trujillo Alto	Puerto Rico	949
474	Ponce	Puerto Rico	959
475	Ponce	Puerto Rico	983
476	San Juan	Puerto Rico	976
477	Trujillo Alto	Puerto Rico	959
478	Guaynabo	Puerto Rico	949
479	Bayamón	Puerto Rico	612
480	Arecibo	Puerto Rico	716
481	San Juan	Puerto Rico	983
482	Ponce	Puerto Rico	612
483	San Juan	Puerto Rico	612
484	Carolina	Puerto Rico	983
485	San Juan	Puerto Rico	976
486	Bayamón	Puerto Rico	983
487	Bayamón	Puerto Rico	969
488	Caguas	Puerto Rico	612
489	Ponce	Puerto Rico	725
490	Mayagüez	Puerto Rico	901
491	Trujillo Alto	Puerto Rico	901
492	Guaynabo	Puerto Rico	949
493	Arecibo	Puerto Rico	725
494	Caguas	Puerto Rico	901
495	Mayagüez	Puerto Rico	983
496	Toa Baja	Puerto Rico	969
497	Arecibo	Puerto Rico	976
498	Arecibo	Puerto Rico	725
499	Carolina	Puerto Rico	983
500	Toa Baja	Puerto Rico	976
501	Mayagüez	Puerto Rico	949
502	Ponce	Puerto Rico	983
503	Mayagüez	Puerto Rico	959
504	Carolina	Puerto Rico	612
505	Toa Baja	Puerto Rico	725
506	Mayagüez	Puerto Rico	716
507	Mayagüez	Puerto Rico	680
508	Toa Baja	Puerto Rico	976
509	Bayamón	Puerto Rico	680
510	Bayamón	Puerto Rico	680
511	Trujillo Alto	Puerto Rico	901
512	Guaynabo	Puerto Rico	612
513	Ponce	Puerto Rico	969
514	Guaynabo	Puerto Rico	612
515	Carolina	Puerto Rico	716
516	Trujillo Alto	Puerto Rico	983
517	Bayamón	Puerto Rico	959
518	Bayamón	Puerto Rico	725
519	Guaynabo	Puerto Rico	901
520	Guaynabo	Puerto Rico	976
521	Guaynabo	Puerto Rico	959
522	Trujillo Alto	Puerto Rico	969
523	Guaynabo	Puerto Rico	725
524	Mayagüez	Puerto Rico	612
525	Bayamón	Puerto Rico	612
526	Ponce	Puerto Rico	976
527	Caguas	Puerto Rico	901
528	Guaynabo	Puerto Rico	983
529	Carolina	Puerto Rico	901
530	Toa Baja	Puerto Rico	949
531	Toa Baja	Puerto Rico	680
532	Toa Baja	Puerto Rico	612
533	Mayagüez	Puerto Rico	969
534	Carolina	Puerto Rico	901
535	Ponce	Puerto Rico	983
536	Ponce	Puerto Rico	725
537	Toa Baja	Puerto Rico	725
538	Caguas	Puerto Rico	901
539	Ponce	Puerto Rico	680
540	Ponce	Puerto Rico	716
541	Bayamón	Puerto Rico	969
542	Carolina	Puerto Rico	901
543	Bayamón	Puerto Rico	949
544	Carolina	Puerto Rico	612
545	Carolina	Puerto Rico	969
546	San Juan	Puerto Rico	983
547	San Juan	Puerto Rico	976
548	Ponce	Puerto Rico	969
549	Caguas	Puerto Rico	983
550	Trujillo Alto	Puerto Rico	976
551	Carolina	Puerto Rico	716
552	Bayamón	Puerto Rico	969
553	Trujillo Alto	Puerto Rico	983
554	Carolina	Puerto Rico	680
555	Trujillo Alto	Puerto Rico	680
556	Guaynabo	Puerto Rico	716
557	San Juan	Puerto Rico	959
558	Arecibo	Puerto Rico	949
559	Toa Baja	Puerto Rico	716
560	Mayagüez	Puerto Rico	901
561	Bayamón	Puerto Rico	969
562	Caguas	Puerto Rico	983
563	Trujillo Alto	Puerto Rico	983
564	Mayagüez	Puerto Rico	949
565	Guaynabo	Puerto Rico	976
566	Mayagüez	Puerto Rico	976
567	Toa Baja	Puerto Rico	969
568	Ponce	Puerto Rico	612
569	Toa Baja	Puerto Rico	716
570	Carolina	Puerto Rico	976
571	Arecibo	Puerto Rico	949
572	Guaynabo	Puerto Rico	901
573	Trujillo Alto	Puerto Rico	983
574	Caguas	Puerto Rico	969
575	Ponce	Puerto Rico	612
576	San Juan	Puerto Rico	680
577	San Juan	Puerto Rico	680
578	Trujillo Alto	Puerto Rico	969
579	Carolina	Puerto Rico	612
580	San Juan	Puerto Rico	716
581	Guaynabo	Puerto Rico	725
582	Trujillo Alto	Puerto Rico	983
583	Toa Baja	Puerto Rico	716
584	San Juan	Puerto Rico	716
585	Arecibo	Puerto Rico	901
586	Arecibo	Puerto Rico	725
587	San Juan	Puerto Rico	680
588	Caguas	Puerto Rico	983
589	San Juan	Puerto Rico	983
590	Arecibo	Puerto Rico	983
591	Trujillo Alto	Puerto Rico	612
592	Toa Baja	Puerto Rico	680
593	Caguas	Puerto Rico	983
594	Ponce	Puerto Rico	949
595	Ponce	Puerto Rico	716
596	Arecibo	Puerto Rico	969
597	Carolina	Puerto Rico	716
598	Toa Baja	Puerto Rico	725
599	Ponce	Puerto Rico	959
600	Toa Baja	Puerto Rico	976
601	Ponce	Puerto Rico	901
602	Bayamón	Puerto Rico	680
603	Ponce	Puerto Rico	725
604	Guaynabo	Puerto Rico	901
605	Ponce	Puerto Rico	976
606	Arecibo	Puerto Rico	680
607	Guaynabo	Puerto Rico	959
608	Arecibo	Puerto Rico	716
609	San Juan	Puerto Rico	959
610	Guaynabo	Puerto Rico	976
611	Arecibo	Puerto Rico	901
612	Toa Baja	Puerto Rico	725
613	San Juan	Puerto Rico	680
614	Trujillo Alto	Puerto Rico	612
615	Trujillo Alto	Puerto Rico	983
616	Arecibo	Puerto Rico	969
617	Mayagüez	Puerto Rico	680
618	Trujillo Alto	Puerto Rico	716
619	Mayagüez	Puerto Rico	716
620	Trujillo Alto	Puerto Rico	976
621	San Juan	Puerto Rico	959
622	Mayagüez	Puerto Rico	983
623	Arecibo	Puerto Rico	983
624	Trujillo Alto	Puerto Rico	716
625	Carolina	Puerto Rico	716
626	Caguas	Puerto Rico	983
627	Caguas	Puerto Rico	949
628	Mayagüez	Puerto Rico	680
629	Arecibo	Puerto Rico	969
630	Caguas	Puerto Rico	716
631	Bayamón	Puerto Rico	976
632	Trujillo Alto	Puerto Rico	612
633	Bayamón	Puerto Rico	959
634	Mayagüez	Puerto Rico	949
635	Guaynabo	Puerto Rico	725
636	Bayamón	Puerto Rico	969
637	Ponce	Puerto Rico	969
638	Caguas	Puerto Rico	983
639	Toa Baja	Puerto Rico	976
640	Guaynabo	Puerto Rico	612
641	Arecibo	Puerto Rico	976
642	Carolina	Puerto Rico	680
643	Toa Baja	Puerto Rico	976
644	Toa Baja	Puerto Rico	949
645	Guaynabo	Puerto Rico	949
646	Carolina	Puerto Rico	725
647	Caguas	Puerto Rico	959
648	Trujillo Alto	Puerto Rico	976
649	Mayagüez	Puerto Rico	949
650	Guaynabo	Puerto Rico	969
651	Carolina	Puerto Rico	983
652	San Juan	Puerto Rico	969
653	Carolina	Puerto Rico	969
654	Toa Baja	Puerto Rico	716
655	Mayagüez	Puerto Rico	969
656	Caguas	Puerto Rico	983
657	Trujillo Alto	Puerto Rico	680
658	San Juan	Puerto Rico	725
659	Ponce	Puerto Rico	716
660	Toa Baja	Puerto Rico	949
661	Caguas	Puerto Rico	612
662	San Juan	Puerto Rico	612
663	San Juan	Puerto Rico	680
664	Arecibo	Puerto Rico	983
665	Arecibo	Puerto Rico	976
666	Toa Baja	Puerto Rico	716
667	Mayagüez	Puerto Rico	976
668	Carolina	Puerto Rico	725
669	Trujillo Alto	Puerto Rico	983
670	Toa Baja	Puerto Rico	612
671	Carolina	Puerto Rico	725
672	Guaynabo	Puerto Rico	612
673	Guaynabo	Puerto Rico	959
674	Mayagüez	Puerto Rico	949
675	Arecibo	Puerto Rico	949
676	Mayagüez	Puerto Rico	680
677	Bayamón	Puerto Rico	969
678	Carolina	Puerto Rico	969
679	Caguas	Puerto Rico	969
680	Guaynabo	Puerto Rico	983
681	Carolina	Puerto Rico	969
682	Carolina	Puerto Rico	976
683	Caguas	Puerto Rico	983
684	Bayamón	Puerto Rico	949
685	San Juan	Puerto Rico	901
686	Bayamón	Puerto Rico	969
687	Trujillo Alto	Puerto Rico	725
688	Toa Baja	Puerto Rico	725
689	San Juan	Puerto Rico	725
690	Toa Baja	Puerto Rico	612
691	Bayamón	Puerto Rico	716
692	Ponce	Puerto Rico	983
693	Arecibo	Puerto Rico	680
694	San Juan	Puerto Rico	716
695	Trujillo Alto	Puerto Rico	716
696	Caguas	Puerto Rico	949
697	Toa Baja	Puerto Rico	612
698	Ponce	Puerto Rico	969
699	Carolina	Puerto Rico	612
700	Caguas	Puerto Rico	680
701	Guaynabo	Puerto Rico	969
702	Arecibo	Puerto Rico	959
703	Carolina	Puerto Rico	959
704	Toa Baja	Puerto Rico	725
705	Bayamón	Puerto Rico	983
706	Ponce	Puerto Rico	983
707	Ponce	Puerto Rico	949
708	Carolina	Puerto Rico	680
709	Carolina	Puerto Rico	976
710	San Juan	Puerto Rico	716
711	Guaynabo	Puerto Rico	983
712	Mayagüez	Puerto Rico	716
713	Mayagüez	Puerto Rico	612
714	Carolina	Puerto Rico	983
715	Ponce	Puerto Rico	949
716	Trujillo Alto	Puerto Rico	680
717	Ponce	Puerto Rico	976
718	San Juan	Puerto Rico	983
719	Guaynabo	Puerto Rico	983
720	Ponce	Puerto Rico	976
721	Ponce	Puerto Rico	725
722	Arecibo	Puerto Rico	725
723	Guaynabo	Puerto Rico	901
724	Bayamón	Puerto Rico	612
725	Guaynabo	Puerto Rico	901
726	Ponce	Puerto Rico	983
727	Guaynabo	Puerto Rico	716
728	Ponce	Puerto Rico	949
729	Caguas	Puerto Rico	901
730	Arecibo	Puerto Rico	725
731	Ponce	Puerto Rico	969
732	Arecibo	Puerto Rico	612
733	Guaynabo	Puerto Rico	716
734	Carolina	Puerto Rico	976
735	Caguas	Puerto Rico	612
736	San Juan	Puerto Rico	680
737	Toa Baja	Puerto Rico	901
738	Ponce	Puerto Rico	725
739	Carolina	Puerto Rico	901
740	Arecibo	Puerto Rico	612
741	Arecibo	Puerto Rico	983
742	Bayamón	Puerto Rico	680
743	Trujillo Alto	Puerto Rico	969
744	Mayagüez	Puerto Rico	976
745	San Juan	Puerto Rico	725
746	Arecibo	Puerto Rico	969
747	Bayamón	Puerto Rico	969
748	Guaynabo	Puerto Rico	976
749	Trujillo Alto	Puerto Rico	725
750	Bayamón	Puerto Rico	901
751	Caguas	Puerto Rico	612
752	Carolina	Puerto Rico	983
753	Caguas	Puerto Rico	725
754	Ponce	Puerto Rico	969
755	Mayagüez	Puerto Rico	612
756	Ponce	Puerto Rico	716
757	Guaynabo	Puerto Rico	680
758	Bayamón	Puerto Rico	949
759	Trujillo Alto	Puerto Rico	983
760	Arecibo	Puerto Rico	612
761	Guaynabo	Puerto Rico	959
762	Toa Baja	Puerto Rico	612
763	Arecibo	Puerto Rico	612
764	Ponce	Puerto Rico	983
765	San Juan	Puerto Rico	612
766	Mayagüez	Puerto Rico	680
767	Bayamón	Puerto Rico	612
768	Guaynabo	Puerto Rico	901
